BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,APPDATE,CITY,STATE,DIVISION,REGION
0,15500,115750,20000,HomeImp,,9.4,10,0,675.260554,0,53,50,22395,o'fallon,Arizona,Mountain,West
1,2200,233500,20000,HomeImp,ProfExe,22.2,4,15,375.561546,0,0,36.524423,22133,raleigh (research triangle),Connecticut,New England,Northeast
0,39700,215000,855909,DebtCon,Other,13.7,1,0,755.40744,0,0,202.998633,21462,boise,Texas,West South Central,South
0,54200,100000.02,20000,DebtCon,Other,8.4,0,0,509.328282,17,53,34.925352,21973,boise,Connecticut,New England,Northeast
0,83900,12000.02,20000,DebtCon,Self,38,0,3,841.776821,2,13,133.023094,22826,raleigh (research triangle),Colorado,Mountain,West
0,12200,0,20000,DebtCon,Office,29.1,10,,12.063458,0,8,174.956842,20776,st. petersburg,California,Pacific,West
1,100,53250,211500,HomeImp,Sales,9.3,,1,139.841452,0,0,150.221215,20909,springfield,California,Pacific,West
0,1000,12000.02,20000,HomeImp,Other,17.7,3,1,273.384619,,2,,20561,wilkes-barre/scranton,Pennsylvania,Middle Atlantic,Northeast
0,100,43200.05,54000,DebtCon,Sales,31.3,0,1,278.312902,0,44,40,22395,port  saint  lucie,Colorado,Mountain,West
0,100,265000,20000,DebtCon,Other,,1,5,316.374638,3,31,71.622373,20705,st. petersburg,Massachusetts,New England,Northeast
0,100,103250,59500,,Other,17.8,2,15,711.639838,3,0,40.000001,21695,winston-salem,California,Pacific,West
1,38400,162750,20000,HomeImp,,,1,2,628.090107,3,0,153.85548,22775,o'fallon,Oregon,Pacific,West
0,57600,7500,20000,DebtCon,Other,5.7,4,15,74.387305,1,0,,20641,springfield,Massachusetts,New England,Northeast
0,100,189199.76,236500,DebtCon,ProfExe,34.4,0,5,264.01781,1,69,50.000001,21646,coeur d'alene,Connecticut,New England,Northeast
1,5500,250250,855909,HomeImp,Other,32.9,2,5,534.490051,1,0,30.000001,21467,springfield,Oregon,Pacific,West
0,1000,607499.88,121500,HomeImp,Other,19.3,1,1,105.280427,17,31,87.236182,22724,boise,New York,Middle Atlantic,Northeast
0,1000,203500,855909,HomeImp,Mgr,21.4,1,5,221.220633,5,0,33.875525,21282,boise,Tennessee,East South Central,South
0,1000,17250,20000,DebtCon,Other,3,3,2,792.446198,2,0,39.999999,21240,st. petersburg,New York,Middle Atlantic,Northeast
0,1000,196799.67,328000,DebtCon,,16,1,0,347.091982,1,,,20608,winston-salem,Alabama,East South Central,South
0,60400,261750,390500,DebtCon,Office,13.9,3,2,683.323812,,58,187.395588,22485,port  saint  lucie,Alabama,East South Central,South
0,1000,185500,855909,HomeImp,Other,26.8,0,4,889.205631,,0,40.000001,21748,coeur d'alene,Connecticut,New England,Northeast
0,1000,,80500,HomeImp,ProfExe,,0,15,144.900263,2,0,39.999999,21786,wilkes-barre/scranton,Florida,South Atlantic,South
0,1000,264999.95,53000,HomeImp,Office,0.8,3,0,462.229378,17,35,93.931746,21435,raleigh (research triangle),Massachusetts,New England,Northeast
1,100,230250,855909,HomeImp,Office,11.6,0,2,798.4048,1,31,30.000001,22063,winston-salem,Oregon,Pacific,West
0,1000,145000,855909,DebtCon,Other,39.5,4,0,286.281968,1,0,39.999999,20398,new york-city,Illinois,East North Central,Midwest
1,1800,201250,20000,DebtCon,Other,30.6,0,0,556.219933,0,65,30,21337,springfield,Oregon,Pacific,West
0,76500,169500,855909,DebtCon,Other,18.2,10,2,221.032328,5,0,,21360,raleigh (research triangle),Illinois,East North Central,Midwest
0,1000,83750,242500,HomeImp,Other,11.7,3,0,277.968408,17,59,30,21874,mc.henry-on/the (lake)  shores,Connecticut,New England,Northeast
0,1000,253250,20000,DebtCon,Self,,0,5,619.955055,,,40,21081,st. petersburg,Massachusetts,New England,Northeast
0,1000,113000,20000,,,7,2,15,508.650748,0,67,49.999999,21723,port  saint  lucie,Georgia,South Atlantic,South
0,26700,0,100000,DebtCon,ProfExe,5.1,0,2,349.243357,,33,,21813,port  saint  lucie,California,Pacific,West
0,29100,99750,855909,,Other,24.7,0,0,702.938308,1,0,49.999999,21001,winston-salem,Arizona,Mountain,West
0,100,104000,20000,HomeImp,Mgr,24,0,,567.29245,0,0,186.087929,21844,wilkes-barre/scranton,Alabama,East South Central,South
0,1000,92750,337000,HomeImp,Other,31.8,1,1,1129.454835,2,0,123.324027,22735,raleigh (research triangle),Georgia,South Atlantic,South
0,100,224500,40500,DebtCon,Other,19.8,1,0,208.848996,3,46,74.718308,20515,winston-salem,Florida,South Atlantic,South
0,1000,261750,855909,DebtCon,Self,24,0,2,269.49696,3,17,,20246,dallas/fort worth,Texas,West South Central,South
0,100,,139000,DebtCon,Mgr,1.9,0,15,843.879368,5,49,,21530,new york-city,New York,Middle Atlantic,Northeast
1,46100,135000,35000,DebtCon,Other,13.8,3,15,58.842777,,0,37.779122,21668,coeur d'alene,Wisconsin,East North Central,Midwest
0,1000,55750,855909,DebtCon,Office,12.6,10,15,,1,0,39.999999,20518,o'fallon,Colorado,Mountain,West
0,1000,432499.91,86500,DebtCon,Other,34.2,0,3,874.881578,2,62,8.515427,23006,dallas/fort worth,New York,Middle Atlantic,Northeast
0,74800,90500,20000,DebtCon,ProfExe,3.8,0,1,250.310232,0,34,97.159937,20204,coeur d'alene,Arizona,Mountain,West
1,1000,190000,855909,DebtCon,Self,23,1,0,273.857551,1,0,21.081952,20850,winston-salem,Ohio,East North Central,Midwest
0,100,4279545.86,855909,DebtCon,ProfExe,4.4,,1,,3,31,,20662,springfield,Pennsylvania,Middle Atlantic,Northeast
0,1000,57750,855909,DebtCon,,37.2,4,15,578.605054,0,0,,21385,winston-salem,Alabama,East South Central,South
0,1000,97250,20000,HomeImp,Other,14.4,1,0,391.88296,5,65,,22383,springfield,Missouri,West North Central,Midwest
0,100,0,214500,DebtCon,ProfExe,24.6,4,0,1044.305764,1,4,,20966,boise,Massachusetts,New England,Northeast
0,33600,241000,336500,HomeImp,Other,2,3,5,1056.371236,3,16,70.799023,22391,mc.henry-on/the (lake)  shores,Illinois,East North Central,Midwest
0,100,513546.26,855909,DebtCon,Mgr,16.4,,0,886.367869,5,0,74.777161,21118,raleigh (research triangle),Illinois,East North Central,Midwest
1,1000,513546.26,855909,DebtCon,ProfExe,20.5,1,3,891.193458,0,0,,22982,raleigh (research triangle),Louisiana,West South Central,South
0,23200,122100.2,203500,DebtCon,ProfExe,24.3,0,2,,0,54,39.999999,20712,new york-city,Colorado,Mountain,West
0,1000,684728.06,855909,HomeImp,ProfExe,23.1,0,4,1158.878305,0,52,77.249623,22784,springfield,Oregon,Pacific,West
0,100,684728.06,855909,DebtCon,Other,32.4,1,0,148.974904,0,0,30.000001,21270,o'fallon,Alabama,East South Central,South
1,1000,684727.2,855909,DebtCon,,27.4,1,4,1086.292805,0,0,40.000001,21451,springfield,Massachusetts,New England,Northeast
0,100,188999.68,315000,DebtCon,Other,35.5,,3,166.500605,1,0,39.999999,22787,new york-city,Colorado,Mountain,West
0,100,20250,320000,HomeImp,ProfExe,13.3,0,0,354.371021,0,37,,20876,dallas/fort worth,New York,Middle Atlantic,Northeast
0,1000,190000,397000,HomeImp,Other,2.1,4,0,592.461363,0,48,,21119,coeur d'alene,Louisiana,West South Central,South
1,100,209000,20000,DebtCon,Other,17.1,1,4,858.821777,0,0,,22951,st. petersburg,Pennsylvania,Middle Atlantic,Northeast
0,100,191200.24,239000,HomeImp,Other,33.3,1,3,1131.97055,0,0,,22528,boise,Illinois,East North Central,Midwest
0,1000,4279544.14,855909,HomeImp,Office,5.1,4,,8.790001,,66,,20707,springfield,Texas,West South Central,South
0,1000,77750,20000,DebtCon,ProfExe,31.9,0,0,719.632872,1,25,,20527,winston-salem,Maryland,South Atlantic,South
2,3300,16800,100000,DebtCon,ProfExe,1.2,3,1,392.917583,1,41,,20886,coeur d'alene,Maryland,South Atlantic,South
0,100,218500,20000,DebtCon,Other,22.2,0,4,1163.002598,0,5,49.999999,21140,mc.henry-on/the (lake)  shores,Massachusetts,New England,Northeast
0,3200,85000,100000,DebtCon,ProfExe,32,1,2,177.184471,2,54,45,20695,st. petersburg,Georgia,South Atlantic,South
0,1000,15999.98,20000,DebtCon,ProfExe,34,0,5,590.396175,1,0,163.098052,21283,new york-city,Missouri,West North Central,Midwest
0,4100,,855909,DebtCon,Office,29.4,1,2,933.765419,0,15,,20143,boise,New York,Middle Atlantic,Northeast
0,100,0,303500,DebtCon,ProfExe,,0,1,541.278562,0,0,121.447225,21467,dallas/fort worth,Minnesota,West North Central,Midwest
0,1000,4279545,855909,DebtCon,ProfExe,35.8,0,0,,3,0,85.678253,21669,springfield,Illinois,East North Central,Midwest
1,53500,17099.97,28500,HomeImp,ProfExe,13.1,1,3,850.808284,1,0,38.633673,21494,springfield,Louisiana,West South Central,South
1,100,,20000,DebtCon,Other,9.5,,,723.885935,1,53,,22886,wilkes-barre/scranton,Connecticut,New England,Northeast
0,1000,131500,20000,HomeImp,ProfExe,0.3,0,,766.097195,3,4,99.392653,21105,springfield,Maryland,South Atlantic,South
0,100,684726.34,855909,,Other,,4,,908.545047,17,0,50.000001,21436,springfield,Minnesota,West North Central,Midwest
1,1000,212750,855909,DebtCon,Other,21,0,0,583.468294,1,0,42.990512,21718,o'fallon,Florida,South Atlantic,South
1,1000,513545.4,855909,DebtCon,,28.9,0,0,633.15377,0,0,120.232037,21561,winston-salem,Texas,West South Central,South
0,100,,379000,DebtCon,,19.4,0,0,766.070474,1,0,101.43779,20556,new york-city,Florida,South Atlantic,South
1,1000,261500,855909,HomeImp,,8,,2,741.491135,1,11,159.331229,21899,st. petersburg,Missouri,West North Central,Midwest
1,100,159000,20000,HomeImp,,6.4,,15,440.662074,17,33,65.289034,22883,coeur d'alene,Oregon,Pacific,West
0,100,222000,20000,HomeImp,Other,17,1,3,528.360854,17,0,98.950048,21933,mc.henry-on/the (lake)  shores,Florida,South Atlantic,South
0,63300,225750,20000,HomeImp,Other,19.9,10,15,221.484708,17,25,,20777,st. petersburg,Pennsylvania,Middle Atlantic,Northeast
0,100,1462500.29,292500,DebtCon,Office,22.6,1,5,176.496235,1,0,88.375268,22503,new york-city,Wisconsin,East North Central,Midwest
1,15900,59000,100000,DebtCon,Other,26.9,0,0,146.376125,0,51,29,20256,new york-city,Florida,South Atlantic,South
0,1000,260000,20000,DebtCon,Other,16.6,0,,652.990278,0,,39.999999,21642,new york-city,Minnesota,West North Central,Midwest
0,100,,20000,HomeImp,Other,7.7,0,0,926.131332,0,0,69.449463,21170,st. petersburg,Maryland,South Atlantic,South
0,100,15999.98,20000,,Other,12.2,3,2,685.661671,0,27,30,21415,new york-city,Wisconsin,East North Central,Midwest
0,1200,99999.98,20000,HomeImp,Other,37.9,3,0,232.087586,2,,25.228316,21944,raleigh (research triangle),Florida,South Atlantic,South
1,100,513546.26,855909,DebtCon,Other,13.7,1,15,398.711605,,,,21838,raleigh (research triangle),Massachusetts,New England,Northeast
1,100,937500.19,187500,,Other,14.4,0,3,213.262095,17,0,40,21534,st. petersburg,Florida,South Atlantic,South
0,1000,119500,855909,DebtCon,Sales,21.4,10,2,345.148223,5,0,39.999999,21418,boise,Texas,West South Central,South
0,100,228000,359000,HomeImp,Other,34.7,0,,908.27472,1,0,185.459749,21760,winston-salem,Florida,South Atlantic,South
1,1000,235500,20000,DebtCon,Office,33.4,,0,429.985929,1,27,110.355167,20647,springfield,Georgia,South Atlantic,South
0,19300,168750,204500,,Other,27.9,1,2,666.388331,0,0,30.000001,20817,o'fallon,Oregon,Pacific,West
0,100,80250,369500,DebtCon,ProfExe,34.6,0,3,457.758029,3,65,41.058511,21085,mc.henry-on/the (lake)  shores,Massachusetts,New England,Northeast
0,34500,684726.34,855909,DebtCon,Office,22.3,0,0,675.192186,17,0,40.893327,21532,wilkes-barre/scranton,Georgia,South Atlantic,South
0,34000,513545.4,855909,HomeImp,Other,14.8,,0,829.29953,5,0,96.166758,20244,wilkes-barre/scranton,Pennsylvania,Middle Atlantic,Northeast
1,100,288250,20000,DebtCon,Other,3.3,,0,615.778311,5,0,30,20810,boise,Texas,West South Central,South
0,100,513546.26,855909,HomeImp,Other,5.4,0,5,1131.446736,0,25,30,21657,springfield,Minnesota,West North Central,Midwest
0,1000,105599.82,176000,HomeImp,ProfExe,38,1,15,100.495442,0,27,50,22699,coeur d'alene,Pennsylvania,Middle Atlantic,Northeast
0,1000,79750,855909,DebtCon,Office,17.3,0,15,1063.218791,,0,185.561015,22409,raleigh (research triangle),Illinois,East North Central,Midwest
0,23400,4279545,855909,HomeImp,ProfExe,29.2,4,15,225.514131,17,,110.393732,22305,springfield,Missouri,West North Central,Midwest
0,48600,100000,20000,HomeImp,Other,34,0,4,444.007197,5,7,124.664288,21076,coeur d'alene,Georgia,South Atlantic,South
0,100,78750,855909,HomeImp,Other,22.7,0,0,,3,0,,22467,st. petersburg,Colorado,Mountain,West
1,1000,,855909,,Office,20,0,,771.542368,,0,49.999999,20732,springfield,Georgia,South Atlantic,South
0,100,,20000,HomeImp,Mgr,12.6,,1,,3,0,114.731347,22483,winston-salem,Illinois,East North Central,Midwest
0,100,684726.34,855909,DebtCon,Other,1.3,0,1,613.824849,17,0,160.923489,22643,boise,Georgia,South Atlantic,South
0,100,,20000,DebtCon,Mgr,24.7,10,0,221.529185,3,0,99.434431,21161,coeur d'alene,California,Pacific,West
0,1000,175250,20000,HomeImp,Mgr,2.8,1,0,110.283709,0,0,,21535,boise,Arizona,Mountain,West
1,100,100000,20000,DebtCon,Mgr,,0,1,499.891198,1,0,105.118046,20584,port  saint  lucie,Pennsylvania,Middle Atlantic,Northeast
0,100,0,855909,DebtCon,Other,7.7,10,,782.569146,1,0,50.000001,22008,coeur d'alene,New York,Middle Atlantic,Northeast
0,12300,684728.06,855909,DebtCon,Other,22.6,2,0,80.966749,5,0,40.000001,21324,raleigh (research triangle),New York,Middle Atlantic,Northeast
0,19300,291000,855909,DebtCon,Office,19.5,0,4,321.610282,0,0,,22510,wilkes-barre/scranton,Arizona,Mountain,West
0,81200,51750,388000,DebtCon,Office,36,0,3,58.242302,5,8,30,21018,raleigh (research triangle),Texas,West South Central,South
0,1000,,129500,DebtCon,Office,3.6,0,,208.375339,,0,50,20729,st. petersburg,Oregon,Pacific,West
1,100,,20000,,Other,21.8,0,3,259.343153,0,0,30.000001,21796,coeur d'alene,Georgia,South Atlantic,South
1,100,,855909,,,31.8,0,1,668.332295,5,0,0.678715,22259,raleigh (research triangle),Illinois,East North Central,Midwest
0,1000,,20000,HomeImp,Other,24.1,1,3,,1,0,,21005,springfield,Massachusetts,New England,Northeast
1,100,129250,216500,DebtCon,Other,23.8,1,4,374.317819,2,63,,22056,springfield,New York,Middle Atlantic,Northeast
1,40500,118250,35000,DebtCon,Mgr,6.1,0,0,83.836207,17,41,30.000001,22418,dallas/fort worth,Colorado,Mountain,West
0,100,215000,271500,HomeImp,Other,34.3,1,,241.053439,0,44,173.936685,20964,springfield,Missouri,West North Central,Midwest
0,48300,59000,100000,HomeImp,Other,1.6,0,0,64.205054,0,24,29,22710,coeur d'alene,Maryland,South Atlantic,South
0,100,41500,855909,DebtCon,,16.2,0,1,,0,0,77.889636,20567,dallas/fort worth,Wisconsin,East North Central,Midwest
0,1000,,855909,DebtCon,ProfExe,26.7,0,1,1009.266902,0,0,38.032798,22016,st. petersburg,Oregon,Pacific,West
0,1000,684726.34,855909,DebtCon,Sales,8.7,0,5,347.105519,5,0,,21331,new york-city,Ohio,East North Central,Midwest
0,11000,124750,,DebtCon,Other,2.8,,0,369.443472,0,0,144.725639,21679,mc.henry-on/the (lake)  shores,Ohio,East North Central,Midwest
0,100,513544.54,855909,DebtCon,Other,,3,15,732.907151,0,0,50,20987,mc.henry-on/the (lake)  shores,Illinois,East North Central,Midwest
0,100,100000,20000,DebtCon,Other,8,1,0,49.914471,1,2,,20869,new york-city,Ohio,East North Central,Midwest
1,100,12000,20000,DebtCon,Other,26.4,4,,142.115848,1,63,,20527,boise,Wisconsin,East North Central,Midwest
0,100,0,20000,DebtCon,Office,15.6,0,0,139.602565,1,16,166.313866,22360,boise,Texas,West South Central,South
0,20400,80000,32000,HomeImp,Mgr,27.9,1,0,646.912157,2,,30,21736,wilkes-barre/scranton,Wisconsin,East North Central,Midwest
1,100,100000,20000,HomeImp,Office,29.2,0,,,3,0,,21418,o'fallon,Minnesota,West North Central,Midwest
0,1000,296750,855909,DebtCon,Other,22.7,0,5,146.90182,5,0,19.316698,22347,winston-salem,Massachusetts,New England,Northeast
0,100,0,20000,DebtCon,Other,18.2,1,0,288.646948,1,0,50.000001,22852,wilkes-barre/scranton,Louisiana,West South Central,South
0,41300,0,20000,DebtCon,Sales,1.4,0,0,424.664669,5,55,93.563529,21349,st. petersburg,Colorado,Mountain,West
0,26300,11999.98,20000,DebtCon,ProfExe,23.7,0,,,17,0,,22099,,Texas,West South Central,South
0,100,950000.19,190000,HomeImp,Office,7.8,10,0,393.469009,3,0,30,20174,,Louisiana,West South Central,South
0,28100,135250,20000,HomeImp,,9.1,0,2,921.825938,0,47,,22045,wilkes-barre/scranton,Maryland,South Atlantic,South
0,100,505000,101000,HomeImp,Self,6.7,,1,,0,65,40,21804,springfield,Florida,South Atlantic,South
0,76400,32500,318000,DebtCon,Office,16,,5,844.468098,3,0,39.999999,22523,winston-salem,Massachusetts,New England,Northeast
0,1000,189000,20000,DebtCon,,26.1,1,0,986.24386,0,0,13.235622,22251,st. petersburg,Florida,South Atlantic,South
0,100,15500,20000,DebtCon,Sales,5.4,10,,879.198276,,0,50,21040,st. petersburg,Ohio,East North Central,Midwest
0,1000,55250,283500,DebtCon,ProfExe,22,0,5,726.956746,0,39,51.963088,22397,o'fallon,Missouri,West North Central,Midwest
0,100,87300.15,145500,HomeImp,Mgr,40.4,10,0,,2,46,,22166,new york-city,Ohio,East North Central,Midwest
0,11400,81000,170000,DebtCon,ProfExe,37.7,0,,417.803753,1,0,30.000001,22345,mc.henry-on/the (lake)  shores,Connecticut,New England,Northeast
,28500,11200,100000,,Other,10.9,3,4,152.536894,2,16,50.000001,21170,raleigh (research triangle),Georgia,South Atlantic,South
0,1000,4279545.86,855909,DebtCon,Other,21.3,4,0,1145.67092,5,7,74.295531,21115,dallas/fort worth,Minnesota,West North Central,Midwest
1,100,92750,383500,DebtCon,Mgr,16.9,0,1,610.779806,17,0,94.306444,20333,port  saint  lucie,Alabama,East South Central,South
0,100,113500,855909,HomeImp,Office,1.3,4,0,802.630666,1,20,30.000001,21411,springfield,New York,Middle Atlantic,Northeast
0,4100,164800,206000,DebtCon,Office,27.5,0,0,582.06186,3,44,,20689,dallas/fort worth,Arizona,Mountain,West
1,1000,14000,344000,HomeImp,Other,38.3,4,3,1082.598425,2,,155.264213,20926,raleigh (research triangle),Ohio,East North Central,Midwest
0,80500,275750,855909,,Other,30.3,1,0,1076.970137,,32,116.072657,20690,wilkes-barre/scranton,Florida,South Atlantic,South
0,72000,1869999.63,,DebtCon,Mgr,37.3,2,15,342.30731,,,134.756251,22367,port  saint  lucie,Pennsylvania,Middle Atlantic,Northeast
0,23200,,855909,DebtCon,ProfExe,29.7,1,3,956.977993,0,60,,22853,dallas/fort worth,Oregon,Pacific,West
0,1000,272250,855909,HomeImp,Other,16.7,0,0,659.314049,2,31,200.54575,22629,o'fallon,New York,Middle Atlantic,Northeast
0,1000,75000,323000,DebtCon,Other,,0,0,292.582796,3,16,182.552627,22368,port  saint  lucie,Connecticut,New England,Northeast
0,1000,99500,20000,HomeImp,ProfExe,2.6,2,0,291.328015,17,0,40.000001,20137,o'fallon,New York,Middle Atlantic,Northeast
0,7200,89500,855909,HomeImp,Other,33.6,0,0,1098.986195,1,6,93.227071,20769,new york-city,Connecticut,New England,Northeast
1,24100,158399.74,264000,HomeImp,,11.2,0,5,610.570744,0,0,39.999999,22402,mc.henry-on/the (lake)  shores,Florida,South Atlantic,South
0,100,0,20000,DebtCon,Office,1.1,1,1,349.142112,0,58,169.547284,22854,raleigh (research triangle),Georgia,South Atlantic,South
0,100,187500,20000,DebtCon,ProfExe,25.3,0,0,721.041495,2,33,,20567,port  saint  lucie,California,Pacific,West
1,100,54800.07,68500,,Other,31.1,2,0,836.866183,5,0,,22561,dallas/fort worth,Louisiana,West South Central,South
0,100,4279544.14,855909,HomeImp,Office,29.1,2,1,847.974067,3,19,30,21882,boise,Arizona,Mountain,West
0,19900,,100000,DebtCon,Office,32.8,0,,232.625583,2,33,,21708,springfield,Massachusetts,New England,Northeast
1,100,11999.98,20000,DebtCon,Office,28.8,,3,686.560505,0,0,120.747452,21937,dallas/fort worth,Missouri,West North Central,Midwest
1,1000,241500,20000,,ProfExe,23.9,1,5,437.974828,0,20,,21531,winston-salem,Georgia,South Atlantic,South
0,1000,38000,20000,DebtCon,Office,25.9,3,5,833.643334,3,0,185.160876,20425,boise,Oregon,Pacific,West
0,10100,126000,55000,DebtCon,,10.7,0,2,1091.180786,2,63,,20995,new york-city,Louisiana,West South Central,South
0,100,19750,383000,HomeImp,ProfExe,40.6,1,2,544.604713,0,0,33.124957,22396,new york-city,Florida,South Atlantic,South
0,100,262000,855909,HomeImp,Mgr,38.5,4,1,409.390322,1,0,198.350648,20855,,California,Pacific,West
0,8800,197750,20000,DebtCon,Self,12.8,1,4,66.767172,0,0,138.76678,20631,o'fallon,Louisiana,West South Central,South
1,30000,499999,100000,DebtCon,,,,,597.462598,2,14,29.999999,22418,st. petersburg,Oregon,Pacific,West
